id,carat,cut,color,clarity,depth,table,x,y,z
380,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72
381,0.45,Ideal,G,VVS1,61.5,57.0,4.95,4.91,3.03
382,0.35,Ideal,G,IF,62.3,55.0,4.52,4.5,2.81
383,0.32,Ideal,H,VS1,63.0,57.0,4.35,4.32,2.73
384,0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26
385,0.3,Ideal,G,VVS1,61.4,56.0,4.32,4.34,2.66
386,0.31,Ideal,G,VVS1,61.6,54.0,4.36,4.38,2.69
387,1.0,Fair,H,SI2,66.1,56.0,6.21,5.97,4.04
388,1.73,Fair,H,SI2,65.9,58.0,7.52,7.45,4.93
389,1.01,Good,E,SI1,58.1,59.0,6.57,6.65,3.84
390,0.54,Premium,D,SI1,62.1,56.0,5.25,5.22,3.25
391,0.9,Very Good,H,VS1,62.1,57.0,6.17,6.23,3.85
392,0.32,Ideal,H,VVS1,60.4,57.0,4.46,4.42,2.68
393,1.01,Ideal,F,VS1,62.2,57.0,6.38,6.48,4.0
394,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72
395,0.35,Ideal,F,VS2,60.5,57.0,4.52,4.6,2.76
396,1.0,Premium,H,VS2,59.7,58.0,6.57,6.52,3.91
397,1.18,Very Good,E,I1,63.3,57.0,6.7,6.64,4.22
398,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46
399,0.33,Premium,E,SI1,62.0,60.0,4.43,4.38,2.73
400,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05
401,0.91,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86
402,0.3,Ideal,H,VS2,61.7,56.0,4.32,4.34,2.67
403,0.37,Ideal,D,VS2,61.1,54.0,4.63,4.66,2.84
404,1.01,Ideal,F,SI2,62.7,57.0,6.43,6.37,4.01
405,0.33,Premium,I,SI1,61.3,59.0,4.46,4.51,2.75
406,1.01,Premium,E,VS2,58.0,61.0,6.53,6.5,3.94
407,0.33,Ideal,H,SI1,63.0,56.0,4.42,4.41,2.78
408,1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96
409,1.01,Very Good,F,SI2,60.0,59.0,6.48,6.61,3.93
410,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88
411,1.09,Ideal,H,SI2,62.0,57.0,6.61,6.55,4.08
412,0.31,Ideal,F,VS2,61.3,57.0,4.3,4.34,2.65
413,0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64
414,0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72
415,1.16,Ideal,G,IF,59.9,57.0,6.85,6.93,4.13
416,1.34,Ideal,H,SI2,61.6,56.0,7.1,7.05,4.36
417,1.77,Very Good,G,SI1,63.1,57.0,7.68,7.63,4.83
418,1.5,Very Good,E,SI2,60.7,55.0,7.39,7.44,4.5
419,0.29,Very Good,F,IF,59.9,56.0,4.35,4.37,2.61
420,0.34,Premium,G,VS2,61.2,59.0,4.43,4.49,2.73
421,0.8,Good,E,SI2,61.4,59.0,5.94,6.01,3.67
422,0.42,Very Good,G,SI1,62.9,54.0,4.79,4.81,3.02
423,0.48,Ideal,F,IF,62.0,54.0,5.0,5.05,3.11
424,1.03,Premium,E,VS1,62.4,58.0,6.41,6.5,4.03
425,1.01,Very Good,G,SI1,62.9,61.0,6.36,6.4,4.01
426,1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52
427,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25
428,2.12,Premium,I,VS2,61.5,58.0,8.3,8.26,5.09
429,1.0,Ideal,E,SI2,62.9,55.0,6.38,6.41,4.02
430,2.5,Good,J,VS2,62.0,58.0,8.63,8.6,5.34
431,0.7,Very Good,H,VS2,61.6,55.0,5.71,5.75,3.53
432,0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3
433,1.67,Premium,H,SI1,59.4,61.0,7.78,7.73,4.61
434,0.31,Very Good,H,VVS1,63.0,58.0,4.33,4.37,2.74
435,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45
436,0.73,Very Good,G,SI1,58.8,61.0,5.87,5.93,3.47
437,1.13,Very Good,G,SI2,60.0,61.0,6.71,6.78,4.05
438,0.3,Very Good,H,SI1,61.6,62.0,4.24,4.3,2.63
439,0.53,Ideal,D,VS2,61.0,56.0,5.29,5.26,3.22
440,0.4,Very Good,H,SI1,62.6,57.0,4.66,4.7,2.93
441,0.7,Premium,D,VVS2,61.5,60.0,5.71,5.64,3.49
442,0.7,Very Good,G,SI2,58.2,63.0,5.82,5.79,3.38
443,0.39,Premium,I,VVS1,61.5,59.0,4.67,4.7,2.88
444,0.73,Premium,F,SI1,61.2,60.0,5.78,5.73,3.52
445,0.51,Very Good,E,SI2,60.3,56.0,5.19,5.22,3.14
446,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95
447,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76
448,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31
449,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12
450,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57
451,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98
452,0.3,Fair,E,SI1,64.5,49.0,4.28,4.25,2.75
453,0.4,Good,I,SI1,63.9,57.0,4.66,4.7,2.99
454,0.81,Premium,F,SI1,61.2,56.0,6.03,6.0,3.68
455,1.06,Premium,E,SI2,60.5,60.0,6.61,6.67,4.02
456,1.02,Premium,H,SI2,61.3,57.0,6.51,6.45,3.97
457,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81
458,0.4,Very Good,E,SI2,62.9,59.0,4.66,4.69,2.94
459,0.99,Very Good,D,SI1,62.6,57.0,6.34,6.37,3.98
460,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84
461,0.3,Premium,H,SI1,61.2,60.0,4.31,4.29,2.63
462,0.3,Ideal,G,VS1,61.4,57.0,4.34,4.29,2.65
463,0.31,Good,D,SI2,63.7,58.0,4.3,4.27,2.73
464,0.33,Ideal,G,VS1,61.4,55.0,4.44,4.48,2.74
465,0.42,Ideal,H,VS2,62.9,56.0,4.79,4.72,2.99
466,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77
467,0.23,Very Good,F,VVS2,61.0,59.0,3.93,3.97,2.41
468,1.21,Premium,H,VS1,62.5,59.0,6.8,6.74,4.23
469,0.74,Ideal,I,VVS2,62.3,55.0,5.77,5.81,3.61
470,1.01,Good,E,SI1,64.3,59.0,6.31,6.28,4.05
471,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87
472,2.05,Premium,J,VS1,62.4,58.0,8.08,8.13,5.06
473,1.21,Premium,H,VS2,59.3,60.0,6.93,6.99,4.13
474,0.42,Premium,G,VS2,61.9,58.0,4.77,4.82,2.97
475,1.29,Fair,F,SI2,64.4,57.0,6.85,6.79,4.39
476,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26
477,0.3,Premium,I,VVS1,60.5,60.0,4.34,4.32,2.62
478,1.51,Premium,J,SI1,59.4,59.0,7.45,7.54,4.45
479,0.78,Ideal,E,SI1,62.1,58.0,5.86,5.9,3.65
480,2.01,Good,I,VS2,63.6,57.0,7.95,7.87,5.03
481,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21
482,1.01,Ideal,G,SI1,61.5,56.0,6.52,6.46,3.99
483,1.53,Ideal,H,SI2,62.4,58.0,7.32,7.38,4.59
484,0.57,Very Good,E,VS1,62.9,56.0,5.31,5.35,3.35
485,1.52,Premium,E,SI2,60.8,60.0,7.36,7.42,4.49
486,0.31,Ideal,D,VS1,61.8,55.0,4.36,4.34,2.69
487,0.7,Ideal,D,VS2,61.5,56.0,5.7,5.74,3.52
488,0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.47,2.71
489,0.81,Ideal,I,SI1,62.2,57.0,5.95,5.98,3.71
490,1.88,Very Good,H,VS2,63.1,55.0,7.86,7.81,4.94
491,0.51,Ideal,G,VVS1,62.6,57.0,5.14,5.08,3.2
492,0.36,Ideal,D,VS2,61.1,57.0,4.58,4.62,2.81
493,0.3,Ideal,F,VS2,60.7,57.0,4.29,4.34,2.62
494,0.3,Premium,H,VVS1,62.2,58.0,4.29,4.26,2.66
495,0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1
496,1.51,Premium,I,VS2,61.8,59.0,7.36,7.4,4.56
497,0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6
498,0.4,Ideal,G,VVS1,61.3,56.0,4.74,4.75,2.91
499,2.0,Fair,F,SI2,70.2,57.0,7.63,7.59,5.34
500,0.34,Ideal,G,VS1,60.6,57.0,4.52,4.57,2.75
501,0.26,Very Good,H,VS1,62.0,56.0,4.08,4.11,2.54
502,1.0,Premium,E,VS2,62.1,59.0,6.38,6.34,3.95
503,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73
504,2.08,Ideal,H,SI2,61.5,57.0,8.26,8.2,5.06
505,1.51,Very Good,H,VS1,63.2,60.0,7.23,7.17,4.55
506,1.0,Ideal,D,SI1,60.5,57.0,6.52,6.48,3.93
507,1.0,Very Good,G,VVS2,60.3,62.0,6.41,6.45,3.88
508,0.6,Very Good,F,SI1,60.0,61.0,5.48,5.52,3.3
509,1.17,Premium,H,I1,62.8,58.0,6.71,6.69,4.21
510,1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79
511,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78
512,0.39,Premium,D,VVS2,63.0,57.0,4.69,4.65,2.94
513,0.7,Very Good,F,SI1,62.7,57.0,5.63,5.67,3.54
514,1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01
515,0.4,Ideal,D,VS2,60.8,59.0,4.71,4.76,2.88
516,0.57,Ideal,F,SI1,61.6,56.0,5.33,5.36,3.29
517,0.3,Very Good,D,SI2,61.4,59.0,4.26,4.31,2.63
518,1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28
519,1.09,Very Good,G,VS1,62.5,59.0,6.56,6.59,4.11
520,0.83,Very Good,F,VS1,63.3,56.0,5.99,5.92,3.77
521,1.02,Very Good,F,SI2,60.0,60.0,6.53,6.57,3.93
522,1.03,Premium,F,SI1,60.9,60.0,6.52,6.45,3.95
523,0.83,Good,I,VS2,64.6,54.0,5.85,5.88,3.79
524,0.91,Very Good,F,SI1,63.1,60.0,6.13,6.1,3.86
525,1.01,Very Good,D,VS1,63.1,58.0,6.34,6.3,3.99
526,1.01,Very Good,F,VS2,63.5,58.0,6.35,6.32,4.02
527,0.43,Premium,D,VVS2,59.5,59.0,4.95,4.97,2.95
528,0.43,Ideal,H,VS1,62.3,57.0,4.81,4.84,3.0
529,0.33,Ideal,G,VVS1,61.0,56.0,4.49,4.52,2.75
530,0.39,Ideal,F,VS2,62.1,53.0,4.73,4.77,2.95
531,1.02,Ideal,H,VS2,62.0,55.0,6.47,6.44,4.0
532,0.83,Ideal,E,SI2,61.3,57.0,6.02,6.05,3.7
533,1.43,Very Good,D,SI1,63.5,56.0,7.24,7.09,4.55
534,0.98,Premium,E,SI2,61.7,61.0,6.38,6.34,3.93
535,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84
536,1.7,Very Good,D,SI2,60.8,59.0,7.76,7.83,4.75
537,0.38,Ideal,E,VVS2,61.6,55.0,4.72,4.67,2.89
538,0.5,Ideal,D,VS2,62.9,54.0,5.09,5.05,3.19
539,0.3,Ideal,D,VS2,61.4,58.0,4.29,4.31,2.64
540,1.14,Ideal,F,VS2,61.9,57.0,6.67,6.7,4.13
541,1.24,Premium,H,VS1,62.2,59.0,6.83,6.9,4.27
542,0.3,Very Good,G,SI1,62.7,58.0,4.22,4.27,2.66
543,1.25,Very Good,G,VS1,60.7,56.0,6.93,7.01,4.23
544,0.6,Ideal,G,VVS1,62.1,56.0,5.42,5.43,3.37
545,1.11,Ideal,I,SI2,61.6,54.0,6.66,6.72,4.12
546,0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58
547,2.1,Fair,F,SI2,59.5,69.0,8.35,8.25,4.94
548,0.71,Very Good,J,SI1,62.8,57.0,5.64,5.67,3.55
549,0.37,Premium,F,SI1,60.3,58.0,4.62,4.66,2.8
550,0.55,Ideal,G,SI1,61.7,55.0,5.25,5.28,3.25
551,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55
552,1.07,Ideal,F,SI2,60.7,56.9,6.62,6.65,4.02
553,0.32,Good,F,SI2,63.5,56.0,4.35,4.37,2.77
554,1.01,Premium,G,VS1,59.3,59.0,6.49,6.52,3.86
555,0.41,Ideal,G,SI1,61.6,55.0,4.81,4.84,2.97
556,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16
557,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2
558,0.36,Ideal,E,SI1,62.4,55.0,4.58,4.55,2.85
559,0.33,Ideal,E,VS1,62.6,57.0,4.4,4.42,2.76
560,0.34,Ideal,H,IF,60.8,56.0,4.56,4.55,2.77
561,0.34,Very Good,E,SI2,62.5,59.0,4.43,4.46,2.78
562,0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51
563,1.61,Very Good,G,SI1,62.6,56.0,7.44,7.54,4.69
564,0.4,Premium,D,SI2,60.4,59.0,4.8,4.83,2.91
565,0.53,Very Good,J,VS2,63.3,56.0,5.18,5.12,3.26
566,0.33,Ideal,D,SI2,62.4,56.0,4.41,4.44,2.76
567,1.01,Fair,D,VS2,65.2,57.0,6.23,6.19,4.05
568,0.32,Ideal,D,VVS2,60.3,58.0,4.43,4.46,2.68
569,1.25,Very Good,F,SI2,58.0,63.0,7.16,7.06,4.13
570,1.15,Premium,I,VS2,62.6,56.0,6.74,6.67,4.2
571,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19
572,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74
573,0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66
574,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58
575,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61
576,0.7,Premium,G,SI2,61.8,61.0,5.66,5.63,3.49
577,0.3,Very Good,F,SI2,61.7,62.0,4.25,4.27,2.63
578,0.71,Ideal,E,SI1,61.7,56.0,5.69,5.72,3.52
579,0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68
580,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29
581,0.74,Very Good,E,SI2,63.0,58.0,5.73,5.77,3.62
582,0.4,Ideal,H,VS2,61.6,57.0,4.71,4.74,2.91
583,0.38,Ideal,E,VVS2,61.6,55.0,4.67,4.72,2.89
584,1.84,Premium,H,SI1,59.7,58.0,8.01,7.98,4.77
585,1.01,Ideal,F,SI1,60.9,55.0,6.5,6.48,3.95
586,0.31,Very Good,E,SI1,62.9,58.0,4.29,4.33,2.71
587,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91
588,0.7,Premium,F,VS2,59.5,58.0,5.85,5.75,3.45
589,1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93
590,1.02,Premium,H,VS2,60.0,58.0,6.56,6.5,3.92
591,0.52,Ideal,F,VS2,61.5,56.0,5.19,5.21,3.2
592,1.1,Ideal,J,VS2,62.4,55.0,6.59,6.64,4.13
593,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37
594,1.0,Good,F,SI1,63.6,62.0,6.3,6.24,3.99
595,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71
596,0.81,Premium,H,SI2,62.2,56.0,5.98,5.92,3.7
597,0.74,Ideal,I,SI1,61.3,56.0,5.82,5.86,3.57
598,1.7,Fair,G,VS2,64.5,58.0,7.51,7.43,4.82
599,1.31,Ideal,I,VS2,61.7,55.0,7.1,7.0,4.35
600,1.01,Premium,E,SI1,62.8,60.0,6.39,6.38,4.01
601,0.4,Very Good,G,SI1,63.4,58.0,4.71,4.66,2.97
602,0.42,Ideal,H,VS2,62.5,57.0,4.81,4.76,2.99
603,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71
604,1.01,Very Good,G,IF,62.8,57.0,6.39,6.42,4.02
605,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57
606,1.28,Ideal,F,VS1,61.5,55.0,6.98,7.01,4.3
607,0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47
608,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08
609,0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81
610,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97
611,1.21,Very Good,F,SI2,61.5,61.0,6.77,6.82,4.18
612,0.59,Ideal,E,SI1,61.4,56.0,5.36,5.39,3.3
613,0.31,Very Good,H,VS2,63.2,58.0,4.33,4.31,2.73
614,0.9,Very Good,G,SI2,60.8,57.0,6.2,6.24,3.78
615,0.51,Very Good,E,SI1,62.2,55.0,5.09,5.11,3.17
616,0.3,Ideal,H,SI1,61.6,54.0,4.33,4.37,2.68
617,1.41,Very Good,J,VS1,59.4,59.0,7.34,7.38,4.37
618,0.41,Ideal,E,VS1,61.4,57.0,4.79,4.82,2.95
619,1.02,Very Good,E,SI1,63.5,55.0,6.3,6.37,4.02
620,2.21,Very Good,J,SI2,60.6,62.0,8.37,8.45,5.1
621,0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67
622,0.38,Ideal,D,VVS1,61.6,55.0,4.66,4.69,2.88
623,0.53,Premium,E,SI1,62.3,60.0,5.27,5.17,3.25
624,0.3,Ideal,I,VS1,62.3,55.0,4.3,4.34,2.69
625,0.5,Very Good,H,VS2,62.8,58.0,5.03,5.07,3.17
626,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81
627,0.43,Ideal,G,VS1,62.3,56.0,4.85,4.82,3.01
628,0.5,Very Good,J,VS2,63.4,58.0,5.07,5.02,3.2
629,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46
630,1.06,Ideal,H,VS2,62.5,57.0,6.49,6.47,4.05
631,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02
632,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.8,3.59
633,0.36,Ideal,E,VVS1,61.4,57.0,4.64,4.61,2.54
634,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64
635,1.06,Ideal,G,VVS2,61.0,57.0,6.57,6.55,4.0
636,0.7,Premium,H,SI2,58.8,59.0,5.92,5.84,3.44
637,0.51,Ideal,G,VVS2,62.5,59.0,5.08,5.12,3.19
638,0.39,Premium,D,VS2,61.4,60.0,4.72,4.7,2.89
639,0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18
640,0.4,Premium,E,SI1,62.8,59.0,4.69,4.64,2.93
641,2.13,Ideal,H,SI2,61.8,57.0,8.21,8.25,5.09
642,0.31,Ideal,G,VVS1,62.4,54.0,4.31,4.34,2.7
643,0.25,Very Good,F,VVS2,63.2,57.0,3.99,4.01,2.53
644,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75
645,0.34,Ideal,E,VVS1,62.3,56.0,4.48,4.45,2.78
646,0.33,Ideal,E,VS1,61.1,56.0,4.45,4.48,2.73
647,0.5,Very Good,D,SI2,60.8,55.0,5.14,5.16,3.13
648,0.4,Very Good,F,VVS1,63.3,57.0,4.7,4.68,2.97
649,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39
650,0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9
651,0.4,Premium,F,SI1,61.7,62.0,4.76,4.71,2.92
652,1.37,Premium,G,SI2,62.4,58.0,7.1,7.0,4.4
653,1.01,Ideal,G,SI2,61.2,57.0,6.45,6.4,3.92
654,0.32,Premium,G,VVS2,62.3,58.0,4.38,4.35,2.72
655,0.7,Ideal,E,SI1,62.2,57.0,5.72,5.67,3.54
656,0.34,Ideal,G,VVS1,61.5,56.0,4.47,4.5,2.75
657,0.64,Ideal,H,IF,60.5,57.0,5.58,5.62,3.39
658,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73
659,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23
660,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01
661,0.7,Premium,E,SI1,61.0,58.0,5.78,5.72,3.51
662,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41
663,0.3,Ideal,G,VS1,59.9,56.0,4.41,4.37,2.63
664,0.53,Premium,G,VS1,62.4,58.0,5.2,5.16,3.23
665,0.85,Very Good,D,VS2,61.8,56.0,6.06,6.08,3.75
666,0.76,Very Good,F,VVS2,62.9,58.0,5.76,5.85,3.65
667,1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61
668,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02
669,1.5,Premium,H,SI2,61.8,57.0,7.34,7.31,4.53
670,2.0,Premium,I,SI2,60.7,61.0,8.09,8.03,4.89
671,1.16,Ideal,I,VS2,61.5,57.0,6.78,6.75,4.16
672,0.7,Fair,D,SI1,66.2,57.0,5.56,5.41,3.63
673,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79
674,0.73,Ideal,G,SI1,61.6,57.0,5.81,5.79,3.57
675,0.32,Ideal,I,VS2,62.5,55.0,4.4,4.37,2.74
676,0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71
677,0.7,Premium,D,VS1,60.4,58.0,5.78,5.71,3.47
678,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77
679,0.36,Ideal,D,SI1,59.5,56.0,4.63,4.68,2.77
680,0.61,Very Good,G,SI1,59.7,63.0,5.5,5.43,3.26
681,0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23
682,0.71,Good,F,SI2,64.0,58.0,5.65,5.59,3.6
683,0.73,Ideal,H,SI1,62.9,56.0,5.79,5.75,3.63
684,0.87,Ideal,F,SI1,61.7,56.0,6.1,6.12,3.77
685,1.01,Good,D,SI1,63.9,60.0,6.29,6.32,4.03
686,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26
687,0.4,Premium,G,VS1,60.3,59.0,4.76,4.8,2.88
688,0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85
689,0.74,Very Good,F,SI2,63.1,55.0,5.77,5.74,3.63
690,1.2,Good,G,SI2,62.1,60.0,6.72,6.78,4.19
691,0.51,Good,G,VVS2,63.7,54.0,5.1,5.08,3.24
692,1.5,Very Good,E,SI1,59.3,56.0,7.43,7.51,4.43
693,1.02,Very Good,G,VVS1,62.1,59.0,6.36,6.39,3.96
694,1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62
695,1.5,Premium,G,SI2,61.8,60.0,7.28,7.25,4.49
696,1.01,Very Good,E,SI2,61.8,56.0,6.42,6.5,3.99
697,0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8
698,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62
699,0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77
700,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23
701,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13
702,0.58,Ideal,H,VVS1,62.4,55.0,5.32,5.36,3.33
703,0.7,Good,F,VS2,62.6,61.0,5.56,5.62,3.5
704,0.41,Ideal,I,VS1,60.9,53.0,4.8,4.85,2.94
705,0.96,Fair,H,I1,61.1,60.0,6.26,6.07,3.77
706,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68
707,0.7,Premium,F,SI1,61.5,57.0,5.74,5.68,3.51
708,1.32,Fair,I,SI1,64.8,58.0,6.9,6.83,4.45
709,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3
710,1.24,Ideal,F,VS2,62.0,57.0,6.83,6.89,4.25
711,0.4,Ideal,E,VVS1,61.5,56.0,4.73,4.7,2.9
712,0.32,Very Good,D,SI1,62.8,56.0,4.34,4.35,2.73
713,1.01,Very Good,F,VS2,58.5,60.0,6.52,6.54,3.82
714,1.5,Very Good,E,SI1,64.0,58.0,7.21,7.23,4.62
715,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04
716,0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71
717,1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01
718,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13
719,0.43,Premium,H,SI1,61.5,58.0,4.86,4.8,2.97
720,2.01,Ideal,I,VS2,60.7,57.0,8.21,8.17,4.97
721,0.24,Very Good,F,VVS1,58.7,59.0,4.04,4.1,2.39
722,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19
723,0.52,Premium,E,SI1,60.3,58.0,5.2,5.24,3.15
724,1.04,Premium,E,SI2,61.0,60.0,6.57,6.52,3.99
725,0.3,Premium,G,VVS2,61.2,59.0,4.31,4.35,2.65
726,0.7,Very Good,G,SI1,62.0,61.0,5.68,5.71,3.53
727,0.92,Very Good,E,SI1,60.7,59.0,6.25,6.28,3.8
728,0.9,Good,F,SI2,64.3,57.0,6.06,6.16,3.93
729,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6
730,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86
731,0.42,Very Good,H,SI1,62.9,57.0,4.76,4.84,3.02
732,0.4,Ideal,I,VVS2,62.4,55.0,4.73,4.7,2.94
733,1.0,Very Good,D,SI2,61.6,58.0,6.37,6.45,3.95
734,0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36
735,0.79,Very Good,D,VS1,58.8,60.0,6.03,6.08,3.56
736,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22
737,0.55,Ideal,F,VVS2,62.4,55.0,5.24,5.28,3.28
738,0.32,Very Good,G,IF,62.4,55.0,4.4,4.42,2.75
739,0.92,Ideal,D,SI2,61.9,55.0,6.24,6.27,3.87
740,1.01,Ideal,G,VS2,61.6,57.0,6.41,6.44,3.96
741,0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16
742,1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58
743,0.33,Premium,G,VVS1,61.5,59.0,4.42,4.46,2.73
744,0.32,Good,H,SI2,63.8,56.0,4.38,4.36,2.79
745,0.73,Ideal,D,SI2,62.4,56.0,5.72,5.75,3.58
746,0.38,Ideal,D,VVS1,61.3,56.0,4.65,4.71,2.87
747,0.25,Very Good,G,VVS1,63.0,54.0,4.02,4.04,2.54
748,1.21,Ideal,E,VVS2,61.7,57.0,6.8,6.88,4.22
749,0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63
750,0.7,Very Good,F,VS2,63.6,57.0,5.61,5.65,3.58
751,1.23,Premium,I,SI1,60.3,58.0,6.95,6.92,4.18
752,0.43,Premium,I,IF,61.2,58.0,4.83,4.88,2.97
753,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17
754,0.41,Ideal,G,VVS1,61.6,57.0,4.75,4.77,2.93
755,0.9,Premium,I,VS2,63.0,58.0,6.16,6.12,3.87
756,0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6
757,1.21,Premium,I,SI2,59.9,61.0,6.89,6.85,4.11
758,1.0,Good,J,SI1,58.7,62.0,6.47,6.51,3.81
759,0.7,Very Good,E,SI1,61.5,56.0,5.74,5.8,3.55
